Streek;Idnr;Sektor;Gewig;Faktor;OpnameQ;Q1;Q2A;Q2P;Q3A;Q3P;Q4A;Q4P;Q5;Q6;Q7A;Q7P;Q8A;Q8P;Q9;Q10;Q11A;Q11P;Q12A;Q12P;Q13A;Q13P;Q14;Latecomer;NewRecruit;WrongClassif;Duplicate
01;10645;3510;9;700;12Q3;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;10789;3510;9;700;07Q4;2;3;;3;;3;;1;1;1;;1;;2;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;10789;3510;9;700;08Q1;2;3;2;3;2;3;2;1;2;3;1;3;1;2;1;2;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;10789;3510;9;700;08Q3;2;3;2;3;2;3;2;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;10789;3510;9;700;08Q4;2;3;2;3;2;3;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;FALSE;FALSE;FALSE;FALSE
01;97243;3510;9;700;12Q4;2;3;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14071;3510;9;700;12Q4;2;3;2;3;3;3;3;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;14081;3510;9;700;12Q4;1;2;2;1;1;2;2;2;1;1;2;1;1;1;1;1;2;1;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;14083;3510;5;30;12Q4;;;;;;;;;2;3;2;3;2;3;;;;;;;;;FALSE;TRUE;FALSE;FALSE
01;14099;3510;9;700;12Q4;2;3;3;2;3;3;3;1;1;3;3;2;2;2;1;3;3;2;2;3;2;2;FALSE;TRUE;FALSE;FALSE
01;14106;3510;8;300;12Q4;1;2;2;1;2;2;2;3;1;2;2;2;2;2;1;2;;2;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;10629;3510;8;300;12Q4;2;3;;3;;3;;;2;3;;3;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;14108;3510;5;30;12Q4;;;;;;;;;;;;;;;2;2;2;2;2;3;3;2;FALSE;TRUE;FALSE;FALSE
01;14111;3510;9;700;12Q4;1;2;;2;2;2;2;2;1;2;2;2;2;3;2;3;;3;2;3;2;2;FALSE;TRUE;FALSE;FALSE
01;14112;3510;9;700;12Q4;1;2;2;2;2;2;2;3;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;14113;3510;8;300;12Q4;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;FALSE;TRUE;FALSE;FALSE
01;30306;3510;7;150;01Q2;1;1;2;1;2;1;2;;2;2;2;2;2;2;1;1;;1;;1;;3;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;01Q3;1;2;2;2;2;1;1;3;1;2;2;2;2;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;01Q4;1;2;2;2;2;1;2;2;2;3;2;3;2;2;2;3;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;02Q2;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;1;1;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;02Q3;1;2;2;2;2;2;2;3;1;;;1;;2;1;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;02Q4;1;2;2;2;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;04Q2;1;2;2;2;2;2;2;3;1;1;;1;;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;04Q3;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;05Q2;1;1;1;1;1;1;1;3;2;3;2;3;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;06Q2;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;06Q3;1;3;3;3;3;3;3;2;2;3;;1;;1;1;1;1;1;1;;;;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;06Q4;1;2;2;3;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;07Q3;2;3;3;3;2;3;2;1;2;3;3;3;3;1;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;08Q1;2;3;2;3;2;3;2;1;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;08Q4;2;3;2;3;3;3;3;1;2;3;2;3;3;1;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;09Q2;2;3;2;3;2;3;2;2;2;3;2;3;2;1;2;2;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;09Q3;1;2;2;3;2;3;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;10Q1;2;2;2;2;2;3;2;2;1;3;2;3;2;2;2;2;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;10Q2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;10Q3;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;10Q4;2;3;2;3;2;3;2;1;2;3;2;3;2;1;2;3;2;2;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;11Q2;2;3;2;3;2;3;2;1;2;3;2;3;2;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;11Q3;2;3;2;3;2;3;2;1;2;3;2;3;2;1;2;3;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;11Q4;2;2;2;2;2;3;2;2;2;2;2;2;2;1;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;12Q2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;12Q3;2;2;3;2;3;3;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;30306;3510;7;150;12Q4;2;2;2;2;2;2;2;2;2;2;;2;;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;01Q2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;01Q4;1;1;;1;;1;;3;1;1;2;1;3;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;02Q2;;;;;;;;;2;3;3;3;3;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;02Q3;;;;;;;;;1;3;1;3;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;02Q4;;;;;;;;;2;3;;3;3;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;03Q1;;1;1;;;;;;2;;;3;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;04Q2;;;;;;;;;2;2;2;2;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;04Q4;;;;;;;;;1;1;2;1;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;05Q2;;;;;;;;;1;1;2;1;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;06Q1;;;;;;;;;1;1;2;1;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;06Q3;;;;;;;;;2;3;;3;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;07Q3;;;;;;;;;2;3;1;3;1;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;08Q2;;;;;;;;;2;3;1;3;1;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;08Q3;;;;;;;;;2;3;2;3;2;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;09Q1;;;;;;;;;2;3;;3;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;09Q3;;;;;;;;;2;3;1;3;1;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;10Q3;;;;;;;;;2;2;1;2;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;10Q4;;;;;;;;;2;1;1;1;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;11Q3;;;;;;;;;2;2;;2;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;11Q4;;;;;;;;;2;3;1;3;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;01Q2;;;;;;;;;1;2;;2;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;01Q3;;;;;;;;;1;1;;1;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;01Q4;;;;;;;;;2;3;;3;;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;02Q1;;;;;;;;;1;2;;2;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;03Q4;;;;;;;;;1;2;;2;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;05Q2;;;;;;;;;2;2;;3;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;05Q3;;;;;;;;;2;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;06Q1;;;;;;;;;1;3;;3;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;06Q2;;;;;;;;;2;3;;3;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;06Q4;;;;;;;;;2;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;07Q1;;;;;;;;;2;3;1;3;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33114;3510;8;300;08Q1;;;;;;;;;2;3;;3;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;01Q2;;;;;;;;;;;;;;;1;3;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;01Q3;2;3;1;3;1;3;1;2;;;;;;;2;3;1;3;1;3;1;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;01Q4;;;;;;;;;;;;;;;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;02Q2;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;02Q3;;;;;;;;;;;;;;;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;02Q4;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;03Q1;;;;;;;;;;;;;;;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;03Q2;;;;;;;;;;;;;;;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;03Q3;;;;;;;;;;;;;;;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;03Q4;;;;;;;;;;;;;;;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;04Q1;;;;;;;;;;;;;;;1;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;04Q2;;;;;;;;;;;;;;;1;;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;04Q3;;;;;;;;;;;;;;;1;3;1;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;04Q4;;;;;;;;;;;;;;;1;2;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;05Q1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;05Q2;;;;;;;;;;;;;;;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;33121;3510;8;300;06Q1;;;;;;;;;;;;;;;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;04Q3;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;36236;3510;8;300;04Q4;1;1;1;1;2;1;2;3;1;1;2;1;2;2;2;3;1;3;1;3;1;3;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;05Q3;1;1;;1;1;1;1;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;06Q1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;1;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;06Q3;1;2;1;1;1;1;1;2;1;1;;1;1;2;1;1;2;1;1;1;1;3;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;06Q4;1;2;2;2;2;3;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;07Q1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;07Q2;1;1;2;1;2;1;2;2;1;1;;1;2;2;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;07Q3;1;2;2;2;2;3;2;1;1;2;2;2;2;2;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;07Q4;1;2;3;2;3;2;3;2;1;2;;2;3;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;08Q1;1;3;2;3;2;3;2;;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;08Q3;2;3;2;3;3;3;3;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;08Q4;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;09Q1;2;3;2;3;2;3;2;;2;2;2;2;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;09Q2;2;2;1;2;1;2;1;3;1;2;1;2;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;09Q3;2;2;1;2;1;2;1;3;1;2;2;2;2;2;1;1;1;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;09Q4;1;1;2;1;2;2;2;3;1;1;;1;1;3;;1;;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;10Q1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;10Q2;;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;10Q3;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;10Q4;2;3;2;3;2;3;2;1;2;3;2;3;;3;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;11Q1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;11Q2;1;2;3;2;3;2;3;3;1;2;;1;2;3;1;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;11Q3;2;3;1;3;1;3;1;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;11Q4;2;3;1;3;1;2;1;3;1;2;1;2;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;12Q1;1;1;2;1;2;1;2;3;1;2;2;2;2;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;12Q2;1;1;1;1;1;2;1;3;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;12Q3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;3;1;3;1;3;1;3;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;12Q4;1;2;2;2;2;2;2;2;1;1;2;1;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36237;3510;8;300;04Q3;2;3;2;3;2;3;2;2;2;3;2;3;2;2;2;3;2;3;2;3;2;2;FALSE;TRUE;FALSE;FALSE
01;36254;3510;2;3;04Q3;1;1;2;1;2;1;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;36254;3510;2;3;04Q4;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;36255;3510;7;150;04Q3;;;;;;;;;2;3;2;3;2;1;;;;;;;;;FALSE;TRUE;FALSE;FALSE
01;36255;3510;7;150;04Q4;;;;;;;;;2;3;3;3;3;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;36258;3510;7;150;04Q3;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;TRUE;FALSE;FALSE
01;36259;3510;6;70;04Q3;;;;;;;;;1;2;1;2;1;2;;;;;;;;;FALSE;TRUE;FALSE;FALSE
01;36265;3510;8;300;04Q3;1;2;2;2;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;36265;3510;8;300;04Q4;1;2;2;2;1;2;2;2;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;36266;3510;8;300;04Q3;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;FALSE;TRUE;FALSE;FALSE
01;36266;3510;8;300;04Q4;;;;;;;;;;;;;;;2;3;2;2;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;53281;3510;9;700;01Q3;1;3;1;3;1;3;1;2;1;1;;1;2;2;2;3;1;3;1;3;1;2;FALSE;FALSE;FALSE;FALSE
01;53281;3510;9;700;02Q2;2;3;3;3;3;3;3;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53281;3510;9;700;02Q3;1;3;2;3;1;3;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53281;3510;9;700;03Q4;1;1;1;2;1;2;1;2;1;1;1;2;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;53281;3510;9;700;07Q1;1;1;1;1;1;1;1;1;2;3;1;3;1;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;53281;3510;9;700;07Q2;1;2;1;3;1;2;1;2;2;3;2;3;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;01Q2;2;2;2;1;2;2;2;1;1;2;2;2;2;3;1;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;01Q3;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;02Q1;2;2;;2;;2;;2;1;2;;1;;3;1;1;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;02Q2;2;3;2;3;2;3;2;1;1;2;2;2;2;3;1;1;1;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;02Q3;2;3;3;3;3;3;3;2;2;3;3;3;3;3;1;2;1;2;1;2;1;1;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;02Q4;1;2;2;3;2;3;2;2;2;3;2;3;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;03Q2;2;3;2;3;2;3;2;2;2;3;2;3;2;3;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;03Q3;2;2;2;3;2;3;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;03Q4;1;2;1;2;1;2;2;2;1;2;2;2;2;3;1;2;1;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;04Q2;2;3;3;3;3;3;3;3;2;2;3;2;3;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;04Q3;2;3;2;3;2;2;2;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53322;3510;8;300;04Q4;1;2;3;2;3;2;2;3;1;2;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;01Q2;;;;;;;;;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;01Q3;2;2;;3;;3;;2;2;3;;3;;2;2;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;01Q4;2;3;2;3;2;3;3;2;2;3;3;3;3;2;1;2;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;02Q3;2;2;2;2;3;3;3;2;1;2;2;2;2;2;2;2;2;2;2;3;3;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;02Q4;2;3;3;2;3;2;3;2;2;3;3;3;3;2;2;3;3;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;03Q1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;03Q2;;;;;;;;;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;04Q1;2;2;2;;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;04Q3;;;;;;;;;1;1;2;1;1;;1;1;;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;04Q4;;;;;;;;;1;2;1;2;1;2;1;3;2;2;2;3;2;;FALSE;FALSE;FALSE;FALSE
01;53371;3510;4;15;05Q3;;;;;;;;;1;1;;2;1;2;1;2;;2;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;01Q2;1;1;2;1;2;2;2;1;1;2;2;2;2;1;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;01Q3;1;2;1;2;1;2;1;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;01Q4;1;1;1;2;1;2;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;02Q1;2;3;2;3;2;3;2;2;1;1;1;1;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;02Q3;2;2;1;3;1;;1;2;1;1;1;1;1;3;2;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;02Q4;2;2;3;3;3;3;3;2;2;2;2;2;1;3;1;2;1;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;06Q4;1;1;1;1;1;2;1;3;1;1;1;1;1;3;1;1;1;1;1;3;1;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;07Q1;1;2;2;2;1;2;1;2;1;3;1;3;1;2;1;1;1;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;07Q3;2;2;1;2;1;2;1;2;2;2;1;2;1;2;1;1;1;2;1;2;1;1;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;08Q2;1;3;3;3;3;3;3;2;1;2;1;2;1;2;1;2;1;2;1;2;1;3;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;08Q4;2;3;2;3;2;3;2;2;2;3;2;3;2;3;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;09Q1;2;3;2;3;2;3;2;3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;09Q2;2;3;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;09Q3;2;3;3;3;3;3;3;2;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;10Q1;2;2;1;2;1;2;1;2;2;2;1;2;1;3;2;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;10Q3;2;2;2;2;2;2;2;1;2;1;1;1;1;3;2;3;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;11Q2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;12Q2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;53392;3510;6;70;12Q4;1;2;2;1;2;2;2;1;2;3;2;3;2;2;1;1;1;1;1;2;2;2;FALSE;FALSE;FALSE;FALSE
01;53619;3510;5;30;01Q2;2;2;1;1;1;2;1;2;1;1;1;1;1;3;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;53619;3510;5;30;01Q3;2;3;3;2;1;2;1;3;1;1;1;1;1;2;1;1;1;1;1;2;2;3;FALSE;FALSE;FALSE;FALSE
01;53619;3510;5;30;01Q4;2;2;;2;;1;;3;1;1;;1;;3;1;1;;1;;2;;2;FALSE;FALSE;FALSE;FALSE
01;53619;3510;5;30;02Q1;1;1;;1;;1;;3;1;1;;1;;3;2;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
