Streek,Idnr,Sektor,Gewig,Sektorw,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7A,Q7P,Q8,Q9,Q4AX,Q6AX,Q7AX,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
05,51964,3370,4,0.05,0.75,17Q1,2,3,3,3,3,3,3,2,2,2,2,2,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,96574,3110,1,0.057999998,0.057999998,17Q1,2,3,3,3,,2,,2,,1,,2,,3,1,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,96729,3230,6,0.2,14,17Q1,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,14593,3160,2,0.057999998,0.173999995,17Q1,2,3,,3,,3,,2,,1,,3,,3,1,,,,FALSE,FALSE,FALSE,FALSE,TRUE
04,13769,3230,5,0.2,6,16Q4,2,3,3,3,3,3,3,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
03,13870,3310,7,0.15,22.5,16Q4,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
02,13872,3220,5,0.1,3,16Q4,2,3,3,3,3,3,3,3,3,1,1,2,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,TRUE
08,13997,3240,4,0.05,0.75,16Q4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,14593,3160,2,0.057999998,0.173999995,16Q4,1,3,,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
01,14598,3240,6,0.05,3.5,16Q4,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,33127,3140,5,0.058,1.74000001,16Q4,1,2,,2,2,2,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,51299,3160,1,0.057999998,0.057999998,16Q4,2,3,3,3,3,3,3,,,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,51543,3230,2,0.200000008,0.600000024,16Q4,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
05,51964,3370,4,0.05,0.75,16Q4,2,3,1,3,2,3,3,3,2,3,3,2,3,3,3,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,96582,3140,1,0.057999998,0.057999998,16Q4,2,3,2,3,3,3,3,3,3,1,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,96625,3310,3,0.15000001,1.050000072,16Q4,2,,,3,1,3,2,2,2,1,1,2,1,2,3,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,96729,3230,6,0.2,14,16Q4,2,3,2,3,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,13869,3160,8,0.057999999,17.39999962,16Q4,,3,2,3,2,3,2,2,2,1,2,2,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,TRUE
02,51069,3110,5,0.058,1.74000001,16Q4,2,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
05,96442,3240,5,0.05,1.5,16Q4,,3,1,3,1,3,2,2,2,1,2,1,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,96783,3220,5,0.1,3,16Q4,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
06,96729,3230,6,0.2,14,16Q3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
03,13870,3310,7,0.15,22.5,16Q3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,TRUE
01,11088,3230,1,0.200000003,0.200000003,15Q3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,11098,3230,1,0.200000003,0.200000003,15Q3,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,11099,3230,1,0.200000003,0.200000003,15Q3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11137,3330,1,0.050000001,0.050000001,15Q3,1,2,,2,1,2,2,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,11139,3210,1,0.050000001,0.050000001,15Q3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13011,3330,8,0.05,15,15Q3,2,2,3,2,2,2,2,2,2,1,1,2,3,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13017,3240,5,0.05,1.5,15Q3,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13021,3370,7,0.05,7.5,15Q3,2,3,2,3,2,3,2,2,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,13104,3330,9,0.05,35,15Q3,2,3,3,3,3,3,3,2,3,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13105,3330,1,0.050000001,0.050000001,15Q3,2,3,,2,3,3,3,3,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13135,3370,5,0.05,1.5,15Q3,2,,,3,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13212,3310,7,0.15,22.5,15Q3,2,,,2,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,13215,3310,5,0.15,4.5,15Q3,2,3,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13271,3230,9,0.2,140,15Q3,2,3,3,3,3,3,3,3,3,1,1,2,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13275,3370,9,0.05,35,15Q3,1,1,2,1,2,1,2,3,3,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13286,3310,6,0.15,10.5,15Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13287,3330,4,0.05,0.75,15Q3,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13355,3330,2,0.050000002,0.150000006,15Q3,,2,2,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13410,3110,9,0.057999998,40.59999847,15Q3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13411,3310,5,0.15,4.5,15Q3,1,,,1,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13461,3310,5,0.15,4.5,15Q3,2,3,2,3,2,3,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13476,3110,6,0.057999999,4.059999943,15Q3,2,2,3,2,2,3,3,2,2,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13672,3120,1,0.118000001,0.118000001,15Q3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13688,3310,8,0.15,45,15Q3,2,3,3,3,3,3,3,2,3,1,1,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13747,3220,5,0.1,3,15Q3,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13748,3240,5,0.05,1.5,15Q3,2,,,3,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13752,3230,9,0.2,140,15Q3,1,2,2,3,2,3,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13757,3110,4,0.058,0.870000005,15Q3,,3,2,3,2,2,2,3,2,1,1,1,1,3,2,,,,TRUE,FALSE,FALSE,FALSE,FALSE
06,13763,3220,5,0.1,3,15Q3,2,3,3,3,3,3,3,2,3,1,1,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13768,3230,8,0.2,60,15Q3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,13769,3230,5,0.2,6,15Q3,2,3,3,3,3,3,3,2,3,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13783,3160,9,0.057999998,40.59999847,15Q3,2,3,3,3,3,3,3,2,2,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13788,3330,7,0.05,7.5,15Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13796,3220,5,0.1,3,15Q3,2,3,3,3,3,3,3,2,2,2,2,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13801,3310,5,0.15,4.5,15Q3,1,3,1,2,1,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13807,3230,1,0.200000003,0.200000003,15Q3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13808,3330,7,0.05,7.5,15Q3,1,1,3,1,3,1,3,2,2,1,2,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13820,3310,7,0.15,22.5,15Q3,2,3,3,3,3,3,3,2,2,1,1,1,1,,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13828,3310,5,0.15,4.5,15Q3,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13835,3220,5,0.1,3,15Q3,2,2,2,2,2,2,2,3,2,3,3,3,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13844,3140,5,0.058,1.74000001,15Q3,2,2,1,2,1,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13854,3240,9,0.05,35,15Q3,2,3,1,2,3,2,2,1,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13858,3330,9,0.05,35,15Q3,1,3,2,2,2,1,1,2,2,1,1,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,13862,3310,5,0.15,4.5,15Q3,,1,1,1,1,1,1,2,2,2,1,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13866,3220,7,0.1,15,15Q3,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13869,3160,8,0.057999999,17.39999962,15Q3,1,,,3,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13874,3370,5,0.05,1.5,15Q3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13877,3110,8,0.057999999,17.39999962,15Q3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13944,3330,6,0.05,3.5,15Q3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13955,3330,9,0.05,35,15Q3,2,3,3,1,2,1,1,1,2,2,3,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13966,3160,5,0.058,1.74000001,15Q3,2,3,3,3,3,3,3,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,13968,3310,5,0.15,4.5,15Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,13997,3240,4,0.05,0.75,15Q3,,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,14006,3120,5,0.117999999,3.539999962,15Q3,1,1,3,1,3,1,3,2,2,2,1,2,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,14191,3230,5,0.2,6,15Q3,1,1,,1,2,1,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,14251,3330,9,0.05,35,15Q3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,14265,3330,5,0.05,1.5,15Q3,1,2,3,2,,2,3,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,14267,3310,8,0.15,45,15Q3,1,2,,1,1,3,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,14298,3220,5,0.1,3,15Q3,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,14589,3310,5,0.15,4.5,15Q3,2,,,3,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,14596,3330,5,0.05,1.5,15Q3,2,3,3,3,3,3,3,2,2,1,1,1,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,14602,3310,5,0.15,4.5,15Q3,2,3,2,3,2,3,2,2,2,1,2,1,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,14605,3330,2,0.050000002,0.150000006,15Q3,2,3,1,3,2,3,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10932,3310,6,0.15,10.5,10Q3,1,1,2,1,2,1,2,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13959,3310,6,0.15,10.5,11Q4,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,37428,3310,6,0.15,10.5,12Q1,1,1,,1,,1,,2,,2,,2,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13740,3310,6,0.15,10.5,12Q2,1,1,1,1,1,1,1,3,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,08Q2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,,,,FALSE,TRUE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,08Q3,1,3,2,3,2,3,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,08Q4,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,09Q2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,09Q3,1,3,2,3,2,3,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,09Q4,1,3,1,3,2,3,2,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,10Q1,2,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,11Q1,1,3,3,2,2,2,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,11Q3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10937,3210,1,0.050000001,0.050000001,11Q4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,10938,3210,2,0.050000002,0.150000006,08Q2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,,,,,FALSE,TRUE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,08Q4,1,1,2,1,1,1,2,2,2,1,1,1,1,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,09Q1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,09Q3,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,09Q4,1,1,2,1,2,1,2,1,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,10Q2,2,1,1,1,1,3,2,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,10Q3,1,1,1,1,1,1,2,2,2,2,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,10Q4,1,1,2,1,1,2,2,3,2,2,2,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,11Q2,1,1,2,1,2,1,2,1,2,1,1,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,11Q3,2,2,1,1,2,1,2,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,11Q4,1,1,2,1,1,1,3,1,2,2,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,12Q1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,12Q3,1,2,2,1,1,1,1,2,2,2,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11087,3230,8,0.2,60,12Q4,1,1,1,1,1,1,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11088,3230,1,0.200000003,0.200000003,09Q2,2,3,,3,,3,,3,,2,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11088,3230,1,0.200000003,0.200000003,10Q1,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13041,3310,6,0.15,10.5,12Q2,2,3,2,3,2,3,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13041,3310,6,0.15,10.5,12Q4,2,2,,3,,3,,1,,1,,2,,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13055,3310,5,0.15,4.5,10Q4,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
01,13055,3310,5,0.15,4.5,11Q1,2,3,2,3,2,3,2,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13055,3310,5,0.15,4.5,11Q2,2,2,2,1,2,1,2,2,2,1,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13055,3310,5,0.15,4.5,11Q3,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13055,3310,5,0.15,4.5,11Q4,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13055,3310,5,0.15,4.5,12Q1,2,3,2,3,2,3,2,3,2,1,2,2,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13137,3210,3,0.049999999,0.349999994,10Q4,1,2,,2,1,1,1,2,2,1,1,1,1,1,1,,,,FALSE,TRUE,FALSE,FALSE,FALSE
01,13145,3310,1,0.150000006,0.150000006,10Q4,2,3,,3,2,3,2,2,2,3,2,2,2,3,3,,,,FALSE,TRUE,FALSE,FALSE,FALSE
01,13146,3120,5,0.117999999,3.539999962,10Q4,1,2,2,2,1,3,1,2,1,1,1,2,2,2,2,,,,FALSE,TRUE,FALSE,FALSE,FALSE
01,13146,3120,5,0.117999999,3.539999962,11Q2,1,3,3,3,3,3,3,3,3,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13146,3120,5,0.117999999,3.539999962,11Q3,1,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13146,3120,5,0.117999999,3.539999962,12Q2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,37445,3310,9,0.150000011,105.0000076,14Q4,2,3,1,3,1,3,1,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,11088,3230,1,0.200000003,0.200000003,14Q4,1,2,2,1,1,1,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,96599,3230,4,0.2,3,14Q4,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,37451,3330,9,0.05,35,14Q4,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,37463,3330,7,0.05,7.5,14Q4,2,3,2,3,2,3,2,2,2,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,36001,3220,6,0.1,7,14Q4,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,14251,3330,9,0.05,35,14Q4,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,96385,3110,8,0.057999999,17.39999962,14Q4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,37666,3330,6,0.05,3.5,14Q4,2,2,2,3,2,3,2,2,2,2,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
03,31477,3310,5,0.15,4.5,14Q4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13854,3240,9,0.05,35,14Q4,2,3,3,3,3,3,3,1,1,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13037,3240,5,0.05,1.5,14Q4,2,3,1,3,2,2,2,2,3,3,2,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,96520,3220,4,0.1,1.5,14Q4,1,3,2,2,3,2,2,2,2,2,2,2,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,96530,3110,1,0.057999998,0.057999998,14Q4,2,2,1,3,2,1,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,14191,3230,5,0.2,6,14Q4,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,36006,3330,9,0.05,35,14Q4,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13814,3230,9,0.2,140,14Q4,2,2,2,2,2,2,2,1,2,2,2,2,2,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,11099,3230,1,0.200000003,0.200000003,14Q4,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,13746,3330,8,0.05,15,14Q4,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13286,3310,6,0.15,10.5,14Q4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13212,3310,7,0.15,22.5,14Q4,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13777,3330,9,0.05,35,14Q4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,37455,3240,6,0.05,3.5,14Q4,2,3,2,3,2,3,2,3,2,1,1,2,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13476,3110,6,0.057999999,4.059999943,14Q4,2,2,2,1,1,3,3,2,2,1,1,1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,36200,3140,5,0.058,1.74000001,14Q4,2,,,3,3,3,3,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,13783,3160,9,0.057999998,40.59999847,14Q4,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13271,3230,9,0.2,140,14Q4,2,3,3,3,3,3,3,3,3,2,2,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
02,33362,3310,5,0.15,4.5,14Q4,2,2,2,3,3,3,3,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,96454,3230,7,0.2,30,14Q4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,96392,3230,4,0.2,3,14Q4,2,2,2,1,2,1,2,3,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,96790,3220,7,0.1,15,14Q4,2,2,3,2,2,3,3,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
08,13215,3310,5,0.15,4.5,14Q4,2,3,2,3,2,3,2,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,51522,3220,6,0.1,7,14Q4,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13796,3220,5,0.1,3,14Q4,2,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,37449,3330,7,0.05,7.5,14Q4,1,1,,1,,1,,1,,1,,1,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13763,3220,5,0.1,3,14Q4,2,3,3,3,3,3,3,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13275,3370,9,0.05,35,14Q4,1,2,2,1,1,1,1,3,3,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,13988,3220,5,0.1,3,14Q4,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
05,13287,3330,4,0.05,0.75,14Q4,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
01,96568,3310,5,0.15,4.5,14Q4,2,3,1,3,1,3,1,2,2,1,2,1,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
04,13061,3310,5,0.15,4.5,14Q4,2,2,1,1,2,3,2,2,2,1,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
