Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q4A,Q4P,Q9,Q4AX,Q5A,Q6AX,Q6P,Q7AX,Q7P,Q2A,Q1,Q2P
5,51091,3120,5,0.20000,1995Q4,13,2,2,2,2,2,2,2,,2,,2,2,2,2
6,51092,3120,9,0.36000,1995Q4,20,1,1,1,1,1,2,1,,2,,2,1,1,2
1,51096,3120,9,0.36000,1995Q4,23,1,1,1,1,1,2,1,,1,,1,2,2,2
7,51113,3120,4,0.16000,1995Q4,15,1,1,1,3,2,1,2,,2,,3,1,1,1
2,51116,3120,1,0.04000,1995Q4,13,1,2,3,3,1,3,2,,1,,2,2,1,2
5,51118,3120,3,0.12000,1995Q4,20,3,2,3,2,2,,2,,3,,3,3,2,2
2,91000,3120,1,0.04000,1995Q4,15,2,2,2,2,2,2,2,,1,,1,2,2,1
2,30580,3130,1,0.04000,1995Q4,15,2,2,2,2,2,2,2,,1,,1,3,2,2
5,51125,3130,2,0.08000,1995Q4,13,3,3,3,3,1,2,3,,3,,2,3,2,2
6,51146,3130,7,0.28000,1995Q4,16,1,1,1,1,1,1,1,,1,,1,1,2,1
5,51152,3140,6,0.18000,1995Q4,15,3,1,,,2,1,3,,1,,1,2,1,1
7,51168,3140,4,0.12000,1995Q4,15,3,1,2,1,2,1,2,,1,,2,3,2,1
5,51172,3140,3,0.09000,1995Q4,20,2,1,1,1,2,1,1,,1,,1,1,1,1
1,51176,3140,6,0.18000,1995Q4,23,1,2,1,2,2,2,2,,1,,1,2,1,2
2,51177,3140,3,0.09000,1995Q4,15,1,1,1,1,2,3,2,,3,,3,2,2,1
6,51189,3140,3,0.09000,1995Q4,23,1,1,1,1,3,3,1,,1,,1,1,1,1
2,51198,3150,2,0.06000,1995Q4,9,1,2,1,2,2,2,2,,3,,3,2,2,2
1,51203,3150,2,0.06000,1995Q4,20,1,1,,,2,1,3,,1,,1,2,2,2
1,51212,3150,1,0.03000,1995Q4,13,3,3,3,3,2,2,2,,3,,3,3,1,3
7,51227,3150,1,0.03000,1995Q4,13,1,2,1,2,2,2,2,,2,,2,2,1,2
6,51231,3150,1,0.03000,1995Q4,13,3,3,3,3,1,2,3,,1,,1,3,2,3
5,51237,3160,2,0.06000,1995Q4,15,3,3,3,3,3,3,3,,1,,1,3,2,3
3,51238,3160,4,0.12000,1995Q4,15,3,2,3,2,1,1,3,,2,,1,3,2,2
5,51242,3160,1,0.03000,1995Q4,13,3,3,3,3,1,3,2,,2,,2,3,2,3
2,51243,3160,1,0.03000,1995Q4,16,2,,1,,1,2,2,,2,,2,2,2,1
4,51247,3160,1,0.03000,1995Q4,13,3,3,3,3,1,3,2,,1,,3,3,2,3
1,51249,3160,6,0.18000,1995Q4,9,1,1,1,1,2,2,1,,3,,2,3,1,1
6,51256,3170,9,0.36000,1995Q4,20,1,3,1,3,2,3,3,,2,,3,3,1,1
2,51258,3170,1,0.04000,1995Q4,13,2,2,,,2,2,2,,2,,2,3,1,2
6,51262,3170,1,0.04000,1995Q4,20,3,3,3,3,1,2,2,,1,,1,3,2,3
1,51265,3170,3,0.12000,1995Q4,9,1,1,1,1,2,3,2,,3,,1,3,2,3
2,51277,3170,4,0.16000,1995Q4,15,1,2,,,2,2,2,,1,,2,1,1,1
2,51294,3170,2,0.08000,1995Q4,13,1,2,1,2,1,2,2,,3,,2,2,2,2
7,51299,3170,1,0.04000,1995Q4,15,3,3,3,3,1,,2,,1,,1,3,2,3
6,51305,3170,5,0.20000,1995Q4,15,1,3,1,3,2,2,1,,3,,3,1,1,2
6,51317,3210,2,0.12000,1995Q4,15,3,3,3,3,2,2,2,,1,,1,3,2,3
5,51334,3210,7,0.42000,1995Q4,16,1,2,1,2,2,3,3,,2,,2,2,2,3
4,51337,3210,2,0.12000,1995Q4,16,2,2,2,2,2,2,3,,1,,3,2,2,2
5,51340,3210,2,0.12000,1995Q4,15,3,3,,,1,3,2,,3,,3,3,2,3
6,61302,3210,1,0.06000,1995Q4,20,1,1,1,1,2,1,2,,1,,1,2,1,1
7,51377,3220,1,0.08000,1995Q4,16,1,2,2,2,2,3,2,,1,,1,2,2,2
2,51382,3220,1,0.08000,1995Q4,9,1,1,1,1,2,1,2,,2,,2,1,1,1
6,51384,3220,1,0.08000,1995Q4,20,1,1,2,2,1,1,3,,1,,3,2,2,1
7,51387,3220,2,0.16000,1995Q4,13,3,3,3,3,2,2,2,,2,,2,3,2,3
6,51388,3220,2,0.16000,1995Q4,16,2,3,,,2,2,3,,2,,3,3,2,2
3,51391,3220,2,0.16000,1995Q4,13,3,3,3,3,2,3,3,,2,,2,3,2,3
7,51399,3220,2,0.16000,1995Q4,15,2,2,2,2,2,2,1,,1,,1,2,1,2
1,51400,3220,2,0.16000,1995Q4,13,2,2,2,2,2,2,2,,2,,2,2,2,2
7,51403,3220,3,0.24000,1995Q4,13,1,1,1,1,2,1,1,,3,,3,1,2,1
1,51404,3220,1,0.08000,1995Q4,13,1,1,1,1,2,1,2,,1,,1,1,1,1
5,51411,3220,6,0.48000,1995Q4,15,3,3,3,3,2,2,3,,3,,3,3,2,2
6,51420,3220,2,0.16000,1995Q4,15,2,2,,,2,3,2,,3,,3,2,2,2
6,51431,3220,3,0.24000,1995Q4,13,2,2,2,2,2,2,2,,2,,3,2,1,2
5,51440,3220,3,0.24000,1995Q4,15,2,2,2,2,1,1,1,,2,,2,3,2,3
2,51449,3220,2,0.16000,1995Q4,13,2,3,2,2,1,1,2,,2,,2,3,2,2
3,51451,3220,2,0.16000,1995Q4,15,2,2,,,2,2,2,,2,,2,2,,2
7,51453,3220,1,0.08000,1995Q4,15,2,2,2,2,1,2,2,,2,,2,2,1,2
2,51456,3220,1,0.08000,1995Q4,13,2,2,2,2,1,3,3,,2,,2,3,2,3
2,51464,3220,2,0.16000,1995Q4,15,1,1,1,3,1,1,1,,2,,2,1,1,1
5,51473,3220,1,0.08000,1995Q4,15,3,2,3,2,2,2,3,,2,,2,3,2,2
1,51475,3220,2,0.16000,1995Q4,9,2,2,,,2,2,2,,1,,1,2,1,1
2,51476,3220,2,0.16000,1995Q4,9,1,2,1,2,2,2,2,,2,,2,1,2,1
5,51479,3220,1,0.08000,1995Q4,13,1,1,,,2,2,2,,3,,2,3,2,1
6,51480,3220,1,0.08000,1995Q4,20,2,2,2,2,2,2,2,,2,,2,2,1,2
7,51484,3220,1,0.08000,1995Q4,20,3,3,3,3,2,1,2,,2,,3,3,2,3
6,51488,3220,3,0.24000,1995Q4,16,2,2,,,1,2,3,,2,,2,2,2,3
2,51489,3220,3,0.24000,1995Q4,13,2,1,2,1,1,1,1,,1,,1,1,1,1
7,51490,3220,4,0.32000,1995Q4,15,1,1,1,1,2,1,1,,1,,1,1,1,1
1,51492,3220,2,0.16000,1995Q4,15,2,2,,,1,2,2,,2,,2,2,1,2
2,51494,3220,1,0.08000,1995Q4,13,2,2,3,2,1,1,2,,3,,3,3,2,2
2,51495,3220,3,0.24000,1995Q4,13,2,2,3,2,3,3,2,,3,,3,3,2,1
2,51500,3220,2,0.16000,1995Q4,16,3,3,3,3,2,2,2,,2,,3,3,2,3
2,51501,3220,2,0.16000,1995Q4,13,2,2,,,1,2,2,,3,,3,3,2,2
5,51503,3220,2,0.16000,1995Q4,21,3,2,3,2,2,2,2,,2,,2,3,2,3
5,51505,3220,1,0.08000,1995Q4,20,2,2,,,2,3,2,,3,,3,2,2,2
4,51521,3220,1,0.08000,1995Q4,15,3,3,3,3,2,3,2,,1,,1,3,2,3
5,51522,3220,2,0.16000,1995Q4,15,1,1,2,2,2,3,3,,3,,3,2,1,1
7,31106,3230,1,0.11000,1995Q4,20,3,2,3,2,2,3,2,,1,,1,3,2,2
8,51523,3230,3,0.33000,1995Q4,13,1,1,1,1,2,3,2,,3,,3,1,1,1
2,51530,3230,1,0.11000,1995Q4,15,3,3,3,3,2,3,2,,1,,2,3,2,3
7,51533,3230,3,0.33000,1995Q4,15,2,2,2,2,2,1,1,,1,,1,2,1,2
2,51538,3230,2,0.22000,1995Q4,13,2,1,2,2,2,2,2,,2,,2,2,1,1
7,51542,3230,2,0.22000,1995Q4,15,2,2,2,,2,2,2,,2,,2,2,1,2
6,51543,3230,2,0.22000,1995Q4,20,1,2,2,2,2,2,2,,2,,1,3,2,2
6,51546,3230,1,0.11000,1995Q4,15,1,1,1,1,3,1,2,,3,,3,1,2,1
1,51556,3230,1,0.11000,1995Q4,15,2,2,2,2,2,2,2,,2,,2,2,1,2
4,51566,3230,2,0.22000,1995Q4,13,3,3,3,3,2,3,2,,1,,1,3,2,3
1,51580,3230,7,0.77000,1995Q4,16,2,1,2,1,3,2,1,,3,,3,2,1,2
5,51585,3230,2,0.22000,1995Q4,21,3,2,,,2,2,1,,3,,2,3,2,2
1,51594,3230,3,0.33000,1995Q4,16,1,1,,,2,1,1,,3,,3,1,1,1
2,51610,3230,2,0.22000,1995Q4,20,1,2,1,2,2,3,3,,2,,2,1,1,2
3,51625,3230,5,0.55000,1995Q4,13,1,2,1,2,1,2,2,,1,,1,1,2,3
1,51639,3230,3,0.33000,1995Q4,13,3,3,3,3,2,2,3,,1,,3,3,2,3
5,51668,3230,2,0.22000,1995Q4,16,3,1,3,1,1,2,3,,2,,2,3,2,2
3,51670,3230,1,0.11000,1995Q4,15,,,,,2,2,2,,2,,2,2,1,2
5,51671,3230,3,0.33000,1995Q4,15,3,3,,,2,2,3,,3,,3,3,2,3
2,51676,3230,1,0.11000,1995Q4,13,2,2,2,2,2,2,2,,1,,1,3,2,2
4,51689,3230,1,0.11000,1995Q4,13,1,1,3,3,1,2,1,,3,,3,1,2,1
2,51697,3230,2,0.22000,1995Q4,13,1,1,2,2,2,2,2,,2,,2,2,1,2
2,51718,3230,1,0.11000,1995Q4,15,,,,,1,1,3,,1,,2,3,2,3
4,51719,3230,1,0.11000,1995Q4,20,2,2,2,2,2,3,2,,1,,1,2,2,2
6,51734,3230,5,0.55000,1995Q4,15,2,2,2,2,2,2,1,,3,,3,1,1,1
3,51739,3230,1,0.11000,1995Q4,9,2,2,2,2,2,1,2,,2,,2,2,1,2
9,51758,3230,1,0.11000,1995Q4,15,2,3,3,,1,3,3,,1,,1,3,2,3
9,30348,3310,3,0.12000,1995Q4,15,,,,,2,3,3,,1,,1,3,2,2
4,30972,3310,3,0.12000,1995Q4,13,3,3,3,2,2,3,3,,1,,1,3,2,1
3,31477,3310,3,0.12000,1995Q4,13,3,3,,,2,3,3,,3,,3,3,2,3
3,31532,3310,3,0.12000,1995Q4,13,1,1,1,1,2,3,2,,2,,2,2,1,2
6,51794,3310,9,0.36000,1995Q4,21,1,1,1,1,2,2,1,,2,,2,1,1,1
1,51811,3310,3,0.12000,1995Q4,9,3,2,3,2,2,2,2,,3,,3,2,2,2
7,51823,3310,3,0.12000,1995Q4,20,1,,1,,2,3,2,,1,,2,1,1,2
5,51825,3310,1,0.04000,1995Q4,13,2,3,3,3,3,2,2,,1,,2,3,2,3
5,51837,3310,3,0.12000,1995Q4,15,1,2,1,2,3,2,3,,2,,2,1,1,2
5,51838,3310,8,0.32000,1995Q4,15,1,1,1,1,2,2,3,,1,,1,3,2,2
1,51839,3310,8,0.32000,1995Q4,9,1,2,1,2,1,2,2,,2,,1,3,2,2
5,51845,3310,3,0.12000,1995Q4,20,2,3,2,3,2,3,2,,3,,2,2,2,2
4,51848,3310,3,0.12000,1995Q4,13,2,2,2,2,2,2,2,,2,,2,3,2,2
7,51862,3310,3,0.12000,1995Q4,13,1,,1,,2,2,1,,2,,2,1,1,1
9,51865,3310,1,0.04000,1995Q4,16,2,3,2,3,2,3,2,,1,,1,3,2,3
6,51866,3310,4,0.16000,1995Q4,15,1,3,1,3,2,2,1,,1,,1,2,2,2
5,51870,3310,2,0.08000,1995Q4,16,3,3,3,3,1,1,2,,1,,1,3,2,3
6,51874,3310,3,0.12000,1995Q4,16,1,1,2,2,1,2,2,,3,,3,2,2,1
2,51879,3310,1,0.04000,1995Q4,23,1,1,2,2,2,1,2,,3,,3,1,1,1
1,51891,3310,5,0.20000,1995Q4,9,1,1,1,1,2,1,2,,3,,3,1,1,1
4,51916,3320,2,0.06000,1995Q4,13,2,2,2,3,1,2,2,,2,,2,2,2,2
6,51918,3320,3,0.09000,1995Q4,20,1,1,,,1,,3,,2,,2,1,1,1
7,51926,3320,3,0.09000,1995Q4,15,2,2,,,2,2,1,,2,,2,2,2,2
7,51942,3320,6,0.18000,1995Q4,13,2,1,1,1,1,2,1,,3,,2,2,1,2
2,51943,3320,1,0.03000,1995Q4,13,1,1,1,1,2,1,2,,1,,1,1,1,1
5,51948,3320,1,0.03000,1995Q4,20,1,1,3,3,2,1,3,,2,,2,3,2,3
6,51956,3320,4,0.12000,1995Q4,13,1,1,1,1,2,2,1,,2,,2,1,1,1
5,51958,3320,2,0.06000,1995Q4,16,2,2,2,2,2,2,2,,2,,2,2,2,2
1,51962,3320,2,0.06000,1995Q4,9,1,2,2,2,1,2,3,,2,,2,2,1,2
1,51967,3330,8,0.32000,1995Q4,13,1,2,1,2,2,1,2,,1,,1,2,2,2
5,51968,3330,3,0.12000,1995Q4,15,1,1,1,1,2,1,1,,2,,2,1,1,1
5,51992,3330,3,0.12000,1995Q4,20,1,2,1,2,1,2,2,,3,,2,1,1,1
7,51993,3330,4,0.16000,1995Q4,13,1,1,,,3,2,2,,1,,1,1,1,1
5,52030,3330,2,0.08000,1995Q4,20,,,,,1,2,2,,2,,1,3,2,2
1,52031,3330,3,0.12000,1995Q4,13,1,,1,,2,3,1,,1,,1,2,2,1
5,52037,3330,6,0.24000,1995Q4,13,2,2,2,2,2,2,2,,2,,2,2,1,2
5,52039,3330,4,0.16000,1995Q4,21,2,2,1,1,1,3,2,,3,,1,3,2,3
6,52041,3330,2,0.08000,1995Q4,20,3,2,3,2,2,3,2,,1,,1,3,2,2
1,52047,3330,5,0.20000,1995Q4,9,1,2,1,2,2,3,2,,1,,1,1,1,2
5,52055,3330,4,0.16000,1995Q4,13,1,3,1,3,2,2,2,,1,,1,3,2,1
5,52059,3330,4,0.16000,1995Q4,16,2,2,,,2,2,2,,2,,2,2,2,2
5,52073,3330,2,0.08000,1995Q4,13,1,1,1,1,1,2,2,,1,,1,1,1,1
6,52079,3330,6,0.24000,1995Q4,15,2,2,2,2,1,2,2,,2,,2,2,1,1
6,52081,3330,4,0.16000,1995Q4,15,1,1,1,1,2,2,3,,2,,2,1,1,1
1,52084,3330,4,0.16000,1995Q4,13,2,1,2,1,2,1,3,,1,,1,3,2,1
6,52087,3330,5,0.20000,1995Q4,15,1,2,1,2,1,1,1,,1,,1,1,1,1
4,30975,3340,3,0.09000,1995Q4,13,3,3,3,2,2,3,3,,1,,1,3,2,1
6,52107,3340,2,0.06000,1995Q4,15,1,1,1,1,1,3,3,,1,,3,3,2,3
6,52115,3340,8,0.24000,1995Q4,21,1,1,1,1,3,2,2,,1,,1,1,1,1
7,52117,3340,4,0.12000,1995Q4,15,1,2,1,2,2,2,2,,2,,3,2,1,2
5,52132,3340,2,0.06000,1995Q4,20,2,3,,,2,2,2,,1,,2,3,2,2
5,52138,3340,1,0.03000,1995Q4,16,3,2,3,2,2,1,2,,2,,2,3,2,1
7,30917,3350,3,0.09000,1995Q4,20,1,1,1,1,2,2,3,,1,,1,2,2,1
4,30976,3350,3,0.09000,1995Q4,13,3,3,3,2,2,3,3,,1,,1,3,2,1
1,52160,3350,3,0.09000,1995Q4,9,2,2,3,2,2,2,3,,2,,3,2,2,2
4,52163,3350,6,0.18000,1995Q4,13,1,1,1,1,2,2,2,,1,,1,1,1,1
5,52172,3350,2,0.06000,1995Q4,13,1,1,1,1,1,2,1,,1,,1,2,2,3
5,52180,3350,2,0.06000,1995Q4,20,1,2,1,2,2,2,2,,2,,2,1,1,2
7,52189,3360,1,0.03000,1995Q4,15,3,3,,,2,3,2,,3,,3,3,2,3
5,52195,3360,2,0.06000,1995Q4,13,2,2,2,2,2,2,3,,2,,2,2,2,2
5,52196,3360,3,0.09000,1995Q4,16,1,3,1,3,2,3,1,,1,,2,2,1,2
4,30915,3370,3,0.09000,1995Q4,15,3,2,3,3,2,3,1,,1,,1,3,2,3
1,52201,3370,1,0.03000,1995Q4,9,1,1,1,1,2,2,2,,1,,2,1,1,2
7,52205,3370,3,0.09000,1995Q4,20,1,1,,,2,1,3,,3,,3,1,1,1
7,52212,3370,2,0.06000,1995Q4,15,1,2,1,3,2,1,1,,1,,1,2,1,2
6,53002,3370,4,0.12000,1995Q4,15,1,1,1,1,1,1,3,,1,,1,1,1,2
6,53019,3370,6,0.18000,1995Q4,13,1,1,1,1,3,2,1,,1,,1,1,1,1
6,53024,3370,4,0.12000,1995Q4,15,3,2,3,2,1,2,2,,1,,2,2,1,2
6,53029,3370,6,0.18000,1995Q4,16,1,1,1,1,2,2,1,,1,,1,1,1,1
4,30982,3380,3,0.06000,1995Q4,13,3,3,3,2,2,3,3,,1,,1,3,2,1
5,53039,3380,4,0.08000,1995Q4,23,1,1,1,1,1,2,1,,2,,2,2,1,2
6,53044,3380,3,0.06000,1995Q4,13,1,2,1,2,2,2,1,,2,,2,2,2,2
1,53050,3380,1,0.02000,1995Q4,13,2,2,2,2,2,2,2,,2,,2,2,2,2
2,53055,3380,2,0.04000,1995Q4,13,3,3,3,3,1,3,2,,3,,3,2,1,3
1,53067,3380,2,0.04000,1995Q4,21,1,2,1,1,3,2,1,,3,,3,1,1,2
1,53076,3380,8,0.16000,1995Q4,13,2,2,2,2,1,,2,,2,,1,2,2,2
5,53087,3380,4,0.08000,1995Q4,13,3,3,3,3,2,3,1,,2,,2,3,2,3
5,53091,3380,6,0.12000,1995Q4,16,2,,,,2,2,2,,2,,2,2,2,2
1,53114,3410,8,1.04000,1995Q4,23,1,1,1,1,1,2,2,,1,,1,1,1,1
7,90970,3410,1,0.13000,1995Q4,20,3,2,3,2,1,,2,,2,,1,3,2,3
4,90989,3410,5,0.65000,1995Q4,15,2,2,2,2,1,2,2,,2,,1,2,1,2
5,53123,3420,7,0.84000,1995Q4,13,1,2,1,2,1,3,1,,1,,3,2,1,2
5,53137,3420,2,0.24000,1995Q4,15,2,1,,,2,2,1,,1,,1,3,2,3
1,53143,3420,5,0.60000,1995Q4,13,1,1,1,1,1,2,1,,1,,1,1,1,2
7,53153,3420,1,0.12000,1995Q4,13,2,2,2,2,2,2,2,,2,,2,2,2,2
9,53189,3420,3,0.36000,1995Q4,15,2,1,2,1,2,2,2,,2,,2,3,2,2
6,53203,3420,2,0.24000,1995Q4,16,3,3,3,3,1,2,2,,2,,2,3,2,3
5,53205,3420,2,0.24000,1995Q4,15,3,3,3,,3,3,3,,2,,2,3,2,3
1,53217,3420,1,0.12000,1995Q4,21,2,2,2,2,2,1,2,,1,,1,3,2,3
1,53226,3420,5,0.60000,1995Q4,13,2,1,2,1,1,2,3,,1,,1,2,2,2
5,53233,3420,1,0.12000,1995Q4,20,1,1,1,1,3,3,2,,1,,1,2,2,2
7,53236,3420,3,0.36000,1995Q4,13,1,2,1,2,2,2,1,,1,,1,1,1,2
7,53242,3420,3,0.36000,1995Q4,20,3,1,,,2,2,3,,3,,3,3,2,2
5,53243,3420,2,0.24000,1995Q4,15,1,2,1,2,2,2,1,,1,,1,2,1,2
7,53256,3420,1,0.12000,1995Q4,15,2,2,,,1,2,2,,1,,1,3,2,2
1,53262,3420,8,0.96000,1995Q4,9,1,,,,2,2,2,,2,,2,1,1,2
3,53269,3420,1,0.12000,1995Q4,13,1,1,1,1,2,2,2,,1,,2,1,1,1
2,50047,2110,4,0.40000,1995Q3,11,1,1,1,1,3,2,2,,2,,2,1,1,1
5,50056,2110,4,0.40000,1995Q3,11,1,1,1,1,2,3,2,,2,,2,2,1,2
1,50078,2110,7,0.70000,1995Q3,11,3,3,3,3,2,2,1,,2,,2,3,2,3
1,50026,2110,3,0.30000,1995Q3,11,2,2,2,2,2,2,3,,1,,1,2,2,2
1,50104,2110,6,0.60000,1995Q3,12,1,1,1,1,1,1,2,,1,,1,2,1,2
4,50115,2110,3,0.30000,1995Q3,12,1,1,1,1,2,1,3,,1,,1,1,1,2
5,50094,2110,3,0.30000,1995Q3,12,1,1,1,1,2,2,2,,2,,2,2,1,2
5,50053,2110,3,0.30000,1995Q3,12,3,3,3,3,1,2,2,,1,,1,3,2,3
4,50010,2110,4,0.40000,1995Q3,12,1,2,1,2,2,2,1,,2,,,1,1,2
4,50114,2110,5,0.50000,1995Q3,14,3,3,3,3,2,3,3,,2,,2,3,2,3
4,50122,2110,9,0.90000,1995Q3,18,1,1,2,1,1,2,3,,3,,2,3,1,1
5,50076,2110,5,0.50000,1995Q3,18,1,1,1,1,2,2,2,,2,,2,1,1,1
1,50198,2120,3,0.30000,1995Q3,8,1,2,1,2,2,2,2,,1,,1,1,1,2
1,50208,2120,4,0.40000,1995Q3,12,1,1,1,1,1,1,2,,1,,1,1,1,1
1,50212,2120,1,0.10000,1995Q3,12,1,3,1,3,1,1,2,,1,,1,3,1,3
7,50157,2120,6,0.60000,1995Q3,12,1,1,1,1,1,1,1,,1,,1,2,1,2
5,50143,2120,7,0.70000,1995Q3,12,1,3,1,3,1,3,3,,2,,2,3,2,2
3,50203,2120,7,0.70000,1995Q3,12,1,1,1,1,2,1,1,,1,,1,1,1,1
1,50182,2120,5,0.50000,1995Q3,14,2,1,2,1,2,2,2,,3,,,2,2,1
6,50177,2120,4,0.40000,1995Q3,14,2,2,2,2,1,2,1,,2,,2,2,1,2
4,50154,2120,5,0.50000,1995Q3,14,3,2,,,2,2,2,,2,,2,3,2,2
1,50218,2120,9,0.90000,1995Q3,18,1,1,1,1,1,3,3,,3,,3,2,2,2
1,50261,2130,6,0.60000,1995Q3,8,1,1,1,1,3,2,1,,2,,2,1,1,1
5,50252,2130,8,0.80000,1995Q3,12,1,1,1,1,1,3,1,,2,,2,1,1,1
5,50226,2130,3,0.30000,1995Q3,12,2,2,2,2,2,2,2,,2,,2,2,2,2
1,50273,2130,5,0.50000,1995Q3,12,2,2,2,2,1,2,3,,2,,2,2,2,2
1,50291,2130,6,0.60000,1995Q3,14,3,3,3,3,2,2,2,,2,,2,2,2,3
3,50282,2130,2,0.20000,1995Q3,18,3,3,3,3,1,2,2,,2,,2,3,2,3
4,50234,2130,6,0.60000,1995Q3,18,3,2,3,2,1,2,1,,3,,3,3,1,2
8,50333,2140,5,0.50000,1995Q3,12,,,,,2,1,1,,1,,1,1,2,2
1,50335,2140,3,0.30000,1995Q3,12,2,1,2,1,2,1,2,,1,,1,2,1,2
1,50359,2210,3,0.30000,1995Q3,8,2,2,2,2,3,2,2,,2,,2,3,1,2
2,50378,2210,3,0.30000,1995Q3,11,2,2,2,2,2,2,2,,2,,2,3,1,2
8,90972,2210,1,0.10000,1995Q3,12,2,2,,,1,2,2,,1,,1,2,1,2
5,50404,2210,3,0.30000,1995Q3,12,1,1,1,1,2,1,2,,1,,1,1,2,1
5,50406,2210,3,0.30000,1995Q3,12,1,2,,,1,2,2,,2,,2,1,1,1
5,50353,2210,5,0.50000,1995Q3,12,2,2,2,2,2,2,2,,2,,2,2,2,2
5,50366,2210,8,0.80000,1995Q3,12,1,1,,,1,3,1,,1,,,2,1,1
5,50354,2210,4,0.40000,1995Q3,12,3,3,,,1,1,3,,1,,1,3,2,3
9,30597,2210,5,0.50000,1995Q3,14,2,2,3,3,2,2,2,,1,,1,3,2,3
5,50355,2210,1,0.10000,1995Q3,18,2,3,3,3,1,3,2,,1,,1,3,2,3
1,50460,2220,2,0.54000,1995Q3,12,2,1,2,1,3,2,1,,2,,2,1,1,1
4,50491,2220,7,1.89000,1995Q3,12,1,1,2,1,,2,2,,1,,1,3,2,2
5,50501,2220,7,1.89000,1995Q3,12,1,1,1,1,2,2,2,,2,,2,2,2,2
1,50505,2220,3,0.81000,1995Q3,15,1,1,1,1,2,1,2,,2,,2,1,1,1
5,50487,2220,5,1.35000,1995Q3,18,3,3,3,3,1,3,2,,1,,1,3,2,2
6,50469,2220,5,1.35000,1995Q3,18,1,,,,2,2,2,,,,3,3,1,2
1,50514,2230,4,0.12000,1995Q3,8,1,,1,,2,2,2,,3,,3,3,1,2
1,50521,2230,6,0.18000,1995Q3,12,2,1,1,2,2,2,2,,2,,2,1,1,1
4,50717,2230,4,0.12000,1995Q3,18,3,2,3,2,2,2,1,,2,,2,3,2,2
5,50566,2240,4,0.12000,1995Q3,12,3,3,3,3,2,2,2,,3,,3,3,2,3
4,50562,2240,6,0.18000,1995Q3,12,1,,1,,2,,2,,3,,3,2,2,3
5,50580,2240,8,0.24000,1995Q3,12,1,1,1,1,1,2,2,,2,,2,3,2,3
5,50570,2240,5,0.15000,1995Q3,14,2,2,2,2,2,2,2,,2,,2,1,1,1
6,50575,2240,4,0.12000,1995Q3,18,3,3,3,3,1,3,3,,1,,1,3,2,3
5,50573,2240,9,0.27000,1995Q3,18,1,1,1,1,1,2,2,,3,,3,2,2,2
1,50586,2250,3,0.15000,1995Q3,8,3,3,,,1,2,2,,3,,1,3,2,3
5,50590,2250,1,0.05000,1995Q3,12,2,2,2,2,2,2,2,,3,,3,2,2,2
1,50597,2250,5,0.25000,1995Q3,15,1,1,1,1,1,3,1,,2,,2,1,1,1
1,50608,2260,3,0.15000,1995Q3,12,3,1,3,1,2,2,2,,1,,1,3,2,1
1,50683,2270,8,0.56000,1995Q3,8,2,2,2,2,3,2,2,,2,,2,2,2,2
1,50704,2270,5,0.35000,1995Q3,8,2,1,2,1,2,2,2,,,,,1,1,2
2,50632,2270,3,0.21000,1995Q3,8,2,2,2,2,2,2,2,,3,,3,3,2,2
1,50646,2270,5,0.35000,1995Q3,11,1,1,1,1,3,2,3,,1,,1,3,2,2
9,50684,2270,6,0.42000,1995Q3,12,2,1,2,1,1,2,2,,1,,3,2,2,1
2,50669,2270,4,0.28000,1995Q3,12,3,3,3,3,1,1,2,,3,,3,3,2,2
2,50710,2270,4,0.28000,1995Q3,14,2,2,2,2,2,1,2,,1,,2,2,1,2
6,50637,2270,3,0.21000,1995Q3,15,3,3,,,2,1,1,,2,,2,2,1,2
4,50711,2270,3,0.21000,1995Q3,18,2,2,2,2,2,1,2,,2,,2,2,2,2
6,50648,2270,5,0.35000,1995Q3,18,1,1,1,1,3,1,1,,2,,2,1,1,1
5,50649,2270,1,0.07000,1995Q3,18,1,1,1,1,2,1,3,,1,,1,1,2,1
6,50668,2270,3,0.21000,1995Q3,18,1,1,1,1,3,2,2,,3,,3,1,1,2
2,51015,3110,1,0.04000,1995Q3,11,3,3,3,3,1,,2,,2,,2,3,2,2
1,51045,3110,1,0.04000,1995Q3,8,3,2,3,3,2,3,2,,3,,2,2,2,1
2,51066,3110,3,0.12000,1995Q3,12,2,2,,,2,2,2,,3,,3,3,2,3
2,51069,3110,5,0.20000,1995Q3,12,1,2,3,2,1,2,2,,2,,2,1,1,2
5,51060,3110,2,0.08000,1995Q3,12,3,3,,,1,3,2,,1,,,3,2,2
1,51059,3110,1,0.04000,1995Q3,12,2,2,3,3,2,1,2,,1,,1,2,1,2
7,51011,3110,2,0.08000,1995Q3,12,3,2,3,2,1,3,3,,1,,1,3,2,3
2,51012,3110,4,0.16000,1995Q3,12,3,3,3,3,1,2,3,,2,,2,3,2,3
5,51078,3110,6,0.24000,1995Q3,12,1,,1,,2,2,1,,1,,1,1,1,1
2,51001,3110,3,0.12000,1995Q3,12,2,3,2,3,1,2,2,,1,,3,3,2,3
1,51039,3110,2,0.08000,1995Q3,14,1,1,1,1,2,1,2,,1,,1,2,1,2
2,51038,3110,2,0.08000,1995Q3,14,2,2,,,1,2,2,,2,,2,3,2,3
2,51061,3110,1,0.04000,1995Q3,18,2,2,2,2,1,,2,,2,,3,2,2,2
