Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q8A,Q8P,Q12A,Q12P,Q4A,Q4P,Q13A,Q13P,Q5,Q9,Q14,Q1,Q6,Q10,Q2A,Q2P,Q7A,Q7P,Q11A,Q11P
6,53598,3510,9,9,1992Q2,22,2,2,1,1,1,1,2,2,1,1,2,2,3,2,1,1,2,2,1,1,1,1
7,53544,3510,7,7,1992Q2,25,3,3,1,1,1,1,3,3,1,1,2,2,2,2,1,1,3,3,1,1,1,1
6,53332,3510,6,6,1992Q2,25,3,2,3,1,2,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1
7,53467,3510,5,5,1992Q2,25,3,2,3,2,2,2,2,2,,,2,1,1,2,2,1,3,3,3,3,2,2
4,53441,3510,5,5,1992Q2,25,3,3,1,2,2,2,3,3,2,2,1,3,2,2,1,2,3,3,2,2,3,3
8,53444,3510,3,3,1992Q2,25,,,2,3,,,,,,,,1,,,2,,,,3,3,,
6,53504,3510,7,7,1992Q2,25,3,3,2,2,1,1,3,3,1,1,1,3,3,2,2,1,3,3,2,2,2,2
6,53324,3510,6,6,1992Q2,25,2,3,2,1,2,2,2,1,2,2,1,2,2,2,2,2,3,2,3,2,3,2
2,53613,3510,5,5,1992Q2,25,3,3,2,2,2,2,2,2,2,2,3,3,2,2,1,1,3,3,2,2,2,2
4,53433,3510,4,4,1992Q2,25,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,1,3,3,3,3,2,2
2,91006,3510,8,8,1992Q2,25,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2
2,53639,3510,7,7,1992Q2,25,3,3,2,2,2,2,3,3,3,2,2,2,1,2,2,1,3,3,2,2,2,2
6,53491,3510,2,2,1992Q2,25,,,,,3,3,,,3,3,,,2,,,2,,,,,3,3
6,53347,3510,7,7,1992Q2,25,3,3,1,1,3,2,3,3,3,2,1,2,2,2,1,1,3,3,1,1,2,2
5,53337,3510,5,5,1992Q2,25,3,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,3,1,3,1,2,1
2,90994,3510,7,7,1992Q2,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
2,53277,3510,3,3,1992Q2,25,3,3,1,2,3,2,3,2,3,2,3,3,3,2,2,2,3,2,1,2,1,2
6,53528,3510,8,8,1992Q2,25,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1
4,53554,3510,6,6,1992Q2,25,3,3,1,2,1,2,3,3,3,3,2,3,2,2,2,2,3,3,1,2,1,2
6,53649,3510,9,9,1992Q2,25,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,3,3,3,3,3,3
4,53402,3510,6,6,1992Q2,25,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,3,3,2,2,3,2
7,53480,3510,7,7,1992Q2,25,1,1,2,1,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2
6,53481,3510,6,6,1992Q2,25,3,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,3,3,3,3,3,3
7,53453,3510,7,7,1992Q2,25,3,2,2,2,2,2,3,2,2,2,3,2,2,2,1,1,3,2,2,1,2,1
6,53643,3510,5,5,1992Q2,25,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1
6,53372,3510,6,6,1992Q2,25,3,1,2,1,2,1,3,1,3,1,1,1,1,2,2,2,3,1,1,1,3,1
1,53692,3510,4,4,1992Q2,25,3,3,1,1,1,1,3,3,1,1,1,1,2,2,1,1,1,3,1,2,1,1
7,53508,3510,4,4,1992Q2,25,3,3,2,3,2,2,3,3,3,3,1,2,2,2,2,2,3,3,3,3,3,3
6,53555,3510,6,6,1992Q2,25,3,3,1,1,2,2,3,3,2,2,3,2,1,2,1,1,3,3,1,1,2,2
6,53538,3510,6,6,1992Q2,25,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,3,3,3,3,3,3
7,30399,3510,5,5,1992Q2,25,,,2,1,,,,,,,,3,,,1,,,,2,1,,
8,53343,3510,5,5,1992Q2,26,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,3,3,3,3,3,3
6,53657,3510,6,6,1992Q2,26,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,2,2,2,1
6,30608,3510,7,7,1992Q2,26,,,3,2,,,,,,,,1,,,2,,,,3,3,,
8,53430,3510,5,5,1992Q2,26,3,1,2,1,1,1,3,1,3,1,1,1,1,2,2,2,3,2,3,2,3,2
5,30330,3510,7,7,1992Q2,26,3,3,2,2,2,2,3,2,2,2,2,3,2,2,1,2,3,3,2,2,2,2
4,53363,3510,5,5,1992Q2,26,,,,,,,,,2,2,,,2,,,2,,,,,2,2
6,53284,3510,6,6,1992Q2,26,2,3,1,1,1,1,3,3,1,1,2,2,2,2,1,1,2,3,1,1,1,1
4,53380,3510,4,4,1992Q2,26,3,3,2,2,1,1,3,3,1,1,2,3,2,2,1,1,3,3,3,3,2,2
8,53670,3510,5,5,1992Q2,26,3,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,3,2,3,2,2,2
6,53311,3510,6,6,1992Q2,27,3,3,3,3,2,3,3,3,2,3,1,2,2,2,2,2,3,3,3,3,3,3
5,53456,3510,4,4,1992Q2,29,1,2,3,2,2,2,3,2,2,2,2,3,2,1,2,1,2,2,3,3,1,2
7,53535,3510,7,7,1992Q2,29,3,2,3,1,2,1,3,2,2,1,1,1,2,2,2,2,3,2,3,2,3,2
5,53285,3510,9,9,1992Q2,29,3,3,2,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,2,3
6,53540,3510,6,6,1992Q2,29,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,3,2
6,53687,3510,8,8,1992Q2,1,3,3,3,3,2,2,,,,,2,1,2,2,2,2,3,3,3,3,3,3
8,53342,3510,3,3,1992Q2,1,3,3,3,3,3,3,3,3,3,3,1,2,1,2,2,2,3,3,3,3,3,3
6,53525,3510,3,3,1992Q2,1,3,1,1,1,3,1,3,1,3,1,2,2,2,2,1,1,3,3,1,1,3,2
5,53621,3510,6,6,1992Q2,1,1,2,3,3,1,1,2,2,1,1,2,1,2,1,2,1,1,2,3,3,1,1
4,53321,3510,5,5,1992Q2,1,3,3,3,3,2,2,3,3,2,2,1,1,2,2,2,1,3,3,3,3,3,3
6,53391,3510,8,8,1992Q2,1,3,2,1,1,,,2,2,,,2,2,,2,1,,2,2,1,1,,
6,53471,3510,3,3,1992Q2,1,,,,,,,,,2,2,,,2,,,2,,,,,2,2
5,53279,3510,4,4,1992Q2,1,3,3,3,3,2,2,3,2,2,2,2,3,2,2,2,1,3,2,3,2,2,2
6,53398,3510,6,6,1992Q2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,3,3,3,3,3,3
6,53537,3510,7,7,1992Q2,3,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2
8,53425,3510,4,4,1992Q2,3,2,3,3,3,3,2,2,3,3,3,2,3,1,2,2,2,2,1,2,2,2,2
8,53385,3510,4,4,1992Q2,3,2,2,3,1,1,1,3,3,1,1,2,3,1,2,2,1,3,2,3,2,1,1
